0.507	0.305176	-0.546875
0.505	0.305176	-0.546875
0.503	0.305176	-0.546875
0.501	0.610352	-0.546875
0.499	0.610352	-0.546875
0.497	0.610352	-0.546875
0.495	0.610352	-0.546875
0.493	0.610352	-0.546875
0.491	1.2207	-0.546875
0.489	1.2207	-0.546875
0.487	1.2207	-0.546875
0.485	1.2207	-0.546875
0.483	1.2207	-0.546875
0.481	1.2207	-0.546875
0.479	1.2207	-0.546875
0.477	1.2207	-0.546875
0.475	2.44141	-0.546875
0.473	2.44141	-0.546875
0.471	2.44141	-0.546875
0.469	2.44141	-0.546875
0.467	2.44141	-0.546875
0.465	2.44141	-0.546875
0.463	2.44141	-0.546875
0.461	2.44141	-0.546875
0.459	2.44141	-0.546875
0.457	2.44141	-0.546875
0.455	2.44141	-0.546875
0.453	4.88281	-0.546875
0.451	4.88281	-0.546875
0.449	4.88281	-0.546875
0.447	4.88281	-0.546875
0.445	4.88281	-0.546875
0.443	4.88281	-0.546875
0.441	4.88281	-0.546875
0.439	4.88281	-0.546875
0.437	4.88281	-0.546875
0.435	4.88281	-0.546875
0.433	4.88281	-0.546875
0.431	4.88281	-0.546875
0.429	4.88281	-0.546875
0.427	4.88281	-0.546875
0.425	9.76562	-0.546875
0.423	9.76562	-0.546875
0.421	9.76562	-0.546875
0.419	9.76562	-0.546875
0.417	9.76562	-0.546875
0.415	9.76562	-0.546875
0.413	9.76562	-0.546875
0.411	9.76562	-0.546875
0.409	9.76562	-0.546875
0.407	9.76562	-0.546875
0.405	9.76562	-0.546875
0.403	9.76562	-0.546875
0.401	9.76562	-0.546875
0.399	9.76562	-0.546875
0.397	9.76562	-0.546875
0.395	19.5312	-0.546875
0.393	19.5312	-0.546875
0.391	19.5312	-0.546875
0.389	19.5312	-0.546875
0.387	19.5312	-0.546875
0.385	19.5312	-0.546875
0.383	19.5312	-0.546875
0.381	19.5312	-0.546875
0.379	19.5312	-0.546875
0.377	19.5312	-0.546875
0.375	19.5312	-0.546875
0.373	19.5312	-0.546875
0.371	19.5312	-0.546875
0.369	39.0625	-0.546875
0.367	39.0625	-0.546875
0.365	39.0625	-0.546875
0.363	39.0625	-0.546875
0.361	39.0625	-0.546875
0.359	39.0625	-0.546875
0.357	39.0625	-0.546875
0.355	39.0625	-0.546875
0.353	39.0625	-0.546875
0.351	39.0625	-0.546875
0.349	39.0625	-0.546875
0.347	39.0625	-0.546875
0.345	78.125	-0.546875
0.343	78.125	-0.546875
0.341	78.125	-0.546875
0.339	78.125	-0.546875
0.337	78.125	-0.546875
0.335	78.125	-0.546875
0.333	78.125	-0.546875
0.331	78.125	-0.546875
0.329	78.125	-0.546875
0.327	156.25	-0.546875
0.325	156.25	-0.546875
0.323	156.25	-0.546875
0.321	156.25	-0.546875
0.319	156.25	-0.546875
0.317	156.25	-0.546875
0.315	156.25	-0.546875
0.313	312.5	-0.546875
0.311	312.5	-0.546875
0.309	312.5	-0.546875
0.307	312.5	-0.546875
0.305	312.5	-0.546875
0.303	312.5	-0.546875
0.301	625	-0.546875
0.299	625	-0.546875
0.297	625	-0.546875
0.295	625	-0.546875
0.293	1250	-0.546875
0.291	1250	-0.546875
0.289	1250	-0.546875
0.287	2500	-0.546875
0.285	2500	-0.546875
0.283	5000	-0.546875
0.281	10000	-0.546875
0.279	10000	-0.546875
0.277	10000	-0.546875
0.275	10000	-0.546875
0.273	10000	-0.546875
0.271	10000	-0.546875
0.269	10000	-0.546875
